Community,Complaints,date,link
Arlington,1498.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Ayer,4.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Belmont,56.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Boston,8.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Braintree,296.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Brookline,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Cambridge,451.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Canton,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Charlestown,4.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Chelmsford,215.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Chelsea,3.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Cohasset,36.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
East Boston,8.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Easton,63.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Everett,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Framingham,4.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Hingham,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Holbrook,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Hull,45.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Jamaica Plain,35.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Lawrence,6.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Lynn,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Lynnfield,2.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Malden,601.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Marblehead,422.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Medford,5946.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Melrose,33.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Milton,1001.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Nahant,2.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Newton,3.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Norwell,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Quincy,7.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Revere,4.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Roslindale,16.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Roxbury,63.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Salem,15.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Scituate,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Somerville,5448.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
South Boston,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
South End,962.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Swampscott,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Watertown,280.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Wenham,1.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
West Roxbury,29.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Weymouth,22.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Winchester,984.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Winthrop,7590.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Woburn,185.0,2023-01-01,https://www.massport.com/media/gbthvmpm/january-2023-complaints-for-website.pdf
Arlington,1020.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Ayer,3.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Belmont,67.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Boston,7.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Cambridge,9.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Chelmsford,22.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Cohasset,63.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Duxbury,1.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
East Boston,4.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Hull,79.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Hyde Park,1.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Jamaica Plain,59.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Lynn,7.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Malden,98.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Marblehead,328.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Medford,4917.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Melrose,48.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Middleton,1.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Milton,577.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Nahant,4.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Newton,3.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Norwell,1.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Revere,1280.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Roslindale,74.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Roxbury,580.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Salem,38.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Somerville,2420.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
South Boston,9.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
South End,22.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Stoneham,2.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Swampscott,1.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Watertown,102.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Wenham,24.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Weymouth,12.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Winchester,577.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Winthrop,3455.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Woburn,51.0,2022-01-01,https://www.massport.com/media/udjbqczc/january-2022-complaints-for-website.pdf
Allston,1.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Arlington,769.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Ayer,3.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Belmont,74.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Beverly,3.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Cambridge,18.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Chelmsford,3.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Cohasset,32.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
East Boston,1.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Framingham,1.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Hull,57.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Ipswich,1.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Jamaica Plain,15.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Lynn,6.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Malden,186.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Marblehead,243.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Marlborough,1.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Marshfield,9.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Medford,5299.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Melrose,59.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Milton,361.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Nahant,16.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Newton,11.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Peabody,2.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Revere,1176.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Roslindale,18.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Roxbury,243.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Salem,22.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Scituate,1.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Somerville,2505.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
South End,9.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Swamscott,1.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Watertown,218.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Wenham,31.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Weymouth,9.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Winchester,898.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Winthrop,4404.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Woburn,33.0,2022-02-01,https://www.massport.com/media/4xhpofmm/february-2022-complaints-for-website.pdf
Arlington,1455.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Ayer,6.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Belmont,81.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Beverly,5.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Boston,62.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Cambridge,28.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Charlestown,2.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Chelmsford,56.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Cohasset,92.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Dorchester,7.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Duxbury,12.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
East Boston,5.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Framingham,4.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Hamilton,1.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Hingham,1.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Hull,109.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Hyde Park,1.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Ipswich,1.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Jamaica Plain,22.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Lynn,2.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Malden,220.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Marblehead,242.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Marlborough,2.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Marshfield,3.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Medford,7289.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Melrose,178.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Milton,842.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Nahant,12.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Newton,5.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Norwell,1.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Reading,2.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Revere,1598.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Roslindale,21.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Roxbury,212.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Salem,19.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Somerville,3414.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
South Boston,1.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
South End,8.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Sudbury,2.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Watertown,433.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Wenham,3.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
West Roxbury,1.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Weymouth,28.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Winchester,1084.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Winthrop,6590.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Woburn,67.0,2022-03-01,https://www.massport.com/media/h5fchm32/march-2022-complaints-for-website.pdf
Allston,3.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Arlington,1968.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Ayer,2.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Belmont,52.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Beverly,3.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Boston,152.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Cambridge,50.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Canton,1.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Charlestown,2.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Chelmsford,38.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Chelsea,6.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Cohasset,106.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Danvers,1.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Dorchester,1.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Dover,1.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Duxbury,7.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
East Boston,53.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Easton,3.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Everett,3.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Framingham,5.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Hingham,1.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Hull,57.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Hyde Park,1.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Jamaica Plain,59.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Lynn,6.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Malden,465.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Marblehead,177.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Marshfield,1.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Medford,12469.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Melrose,175.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Milton,1594.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Nahant,5.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Needham,1.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Newton,8.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Norwell,3.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Quincy,4.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Revere,892.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Roslindale,65.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Roxbury,291.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Salem,36.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Scituate,2.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Somerville,4467.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
South Boston,1.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
South End,7.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Upton,1.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Watertown,429.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Wenham,17.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
West Roxbury,9.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Weymouth,53.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Winchester,1002.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Winthrop,6752.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Woburn,104.0,2022-04-01,https://www.massport.com/media/h1fetyaj/april-2022-complaints-for-website.pdf
Arlington,567.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Ayer,5.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Belmont,32.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Beverly,5.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Boston,94.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Cambridge,16.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Canton,1.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Charlestown,11.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Chelmsford,17.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Chelsea,5.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Cohasset,38.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Dorchester,1.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Duxbury,3.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
East Boston,7.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Easton,4.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Framingham,1.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Hull,97.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Hyde Park,2.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Jamaica Plain,27.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Littleton,1.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Lynn,5.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Malden,3.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Marblehead,244.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Marshfield,5.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Medford,3145.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Melrose,42.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Middleton,2.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Milton,2575.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Nahant,27.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Newton,1.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Norton,2.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Peabody,1.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Quincy,2.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Revere,1136.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Roslindale,87.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Roxbury,98.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Salem,37.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Scituate,1.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Somerville,2029.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
South Boston,5.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
South End,7.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Swampscott,1.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Tewksbury,1.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Watertown,137.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Wenham,108.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
West Roxbury,9.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Weymouth,44.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Winchester,31.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Winthrop,9615.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
