Community,Complaints,date,link
Nahant,1.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Natick,2.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Newton,1.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Peabody,3.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Roslindale,15.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Roxbury,12.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Salem,1.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Sharon,1.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Somerville,24.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
South Boston,22.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
South End,22.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Watertown,26.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Wenham,1.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
West Roxbury,7.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Weymouth,5.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Winthrop,7.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Woburn,2.0,2015-03-01,https://www.massport.com/media/1316/2015_monthly-complaints-for-website-march.pdf
Arlington,360.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Auburndale,2.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Belmont,214.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Boston,11.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Brookline,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Cambridge,170.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Canton,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Chelsea,6.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Cohasset,16.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Dedham,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Dorchester,2.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
East Boston,27.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Everett,30.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Framingham,4.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Hingham,4.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Hull,59.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Hyde Park,4.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Jamaica Plain,16.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Lynn,13.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Malden,19.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Marblehead,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Marshfield,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Mattapan,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Medford,61.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
MIlton,202.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Nahant,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Natick,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Needham,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Newton,2.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Norton,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Norwell,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Peabody,6.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Pembroke,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Quincy,2.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Revere,2.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Roslindale,8.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Roxbury,9.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Sharon,5.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Shirley,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Somerville,273.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
South Boston,12.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
South End,21.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Stoneham,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Tewksbury,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Watertown,39.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Wenham,1.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
West Roxbury,4.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Weymouth,11.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Winchester,70.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Winthrop,13.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Woburn,8.0,2015-04-01,https://www.massport.com/media/1310/2015_monthly-complaints-for-website-april.pdf
Arlington,140.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Belmont,42.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Boston,9.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Cambridge,266.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Chelsea,47.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Cohasset,8.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Dedham,1.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Dorchester,4.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
East Boston,22.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
East Bridgewater,1.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Everett,32.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Framingham,1.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Gloucester,1.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Hingham,5.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Hull,104.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Jamaica Plain,14.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Littleton,1.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Lynn,42.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Malden,9.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Marblehead,2.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Mattapan,1.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Medford,73.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
MIlton,224.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Nahant,1.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Newton,1.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Peabody,8.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Quincy,2.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Revere,8.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Roslindale,9.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Roxbury,4.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Salem,1.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Shirley,4.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Somerville,303.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
South Boston,8.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
South End,18.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Watertown,31.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Wayland,1.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
West Roxbury,5.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Weymouth,7.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Winchester,229.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Winthrop,11.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Woburn,10.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
,1710.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
,42.0,2015-05-01,https://www.massport.com/media/1317/2015_monthly-complaints-for-website-may.pdf
Arlington,83.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Belmont,23.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Beverly,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Boston,14.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Braintree,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Brookline,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Cambridge,186.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Canton,4.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Charlestown,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Chelsea,6.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Cohasset,6.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Dedham,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Dorchester,12.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
East Boston,25.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Everett,2.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Framingham,4.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Gloucester,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Hingham,6.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Hull,109.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Jamaica Plain,38.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Littleton,4.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Lynn,30.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Lynnfield,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Malden,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Marblehead,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Mattapan,3.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Medford,47.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Milton,432.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Nahant,3.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Newton,2.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Peabody,5.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Quincy,3.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Revere,7.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Roslindale,32.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Roxbury,10.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Salem,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Sharon,1.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Shirley,4.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Somerville,146.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
South Boston,12.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
South End,15.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Watertown,13.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
West Roxbury,11.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Winchester,198.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Winthrop,46.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Woburn,2.0,2015-06-01,https://www.massport.com/media/1315/2015_monthly-complaints-for-website-june.pdf
Arlington,143.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Belmont,27.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Boston,18.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Brockton,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Cambridge,145.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Canton,3.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Chelsea,10.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Cohasset,8.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Dedham,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Dorchester,6.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Duxbury,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
East Boston,35.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Everett,12.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Framingham,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Hingham,11.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Holbrook,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Hull,213.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Hyde Park,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Jamaica Plain,16.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Littleton,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Lynn,54.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Lynnfield,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Malden,2.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Medford,57.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Milton,330.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Nahant,4.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Natick,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Needham,2.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Newton,3.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Peabody,3.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Quincy,11.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Revere,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Roslindale,29.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Roxbury,9.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Salem,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Shirley,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Somerville,287.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
South Boston,15.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
South End,7.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Stoughton,2.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Watertown,9.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Wenham,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
West Roxbury,7.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Winchester,91.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Winthrop,51.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Woburn,1.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
,1634.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
,46.0,2015-07-01,https://www.massport.com/media/1327/july-2015-complaints-start.pdf
Arlington,190.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Belmont,127.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Berkley,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Boston,15.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Braintree,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Cambridge,180.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Charlestown,4.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Chelsea,15.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Cohasset,7.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Danvers,5.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Dedham,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Dorchester,4.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
East Boston,28.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Everett,4.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Framingham,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Hingham,5.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Hull,190.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Hyde Park,3.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Jamaica Plain,26.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Lynn,52.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Lynnfield,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Malden,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Marblehead,3.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Medford,64.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Melrose,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Methuen,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Middleton,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Milton,176.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Nahant,22.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Natick,2.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Needham,2.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Newton,2.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Norwell,2.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Peabody,7.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Quincy,8.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Revere,7.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Roslindale,29.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Roxbury,9.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
S. Hamilton,3.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Salem,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Shirley,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Somerville,216.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
South Boston,18.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
South End,16.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Stoneham,2.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Swampscott,2.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Watertown,17.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
West Roxbury,23.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Weymouth,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Winchester,59.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Winthrop,34.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Woburn,1.0,2015-08-01,https://www.massport.com/media/1311/2015_monthly-complaints-for-website-august.pdf
Arlington,89.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Belmont,75.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Boston,10.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Brockton,1.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Cambridge,98.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Canton,1.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Chelsea,9.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Cohasset,12.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Danvers,2.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Dedham,2.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Dorchester,15.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
East Boston,13.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Everett,8.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Hingham,1.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Holbrook,5.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Hull,73.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Hyde Park,1.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Jamaica Plain,8.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Lynn,29.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Lynnfield,1.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
Medford,22.0,2015-09-01,https://www.massport.com/media/1320/2015_monthly-complaints-for-website-september.pdf
